Ticker,AnnReturn,AnnVol,AnnExcessReturn,Sharpe
NVDA,1.122415879782516,0.5189315765321441,1.1024158797825159,2.124395449491845
AAPL,0.4405945184670097,0.3084799401602018,0.4205945184670097,1.3634420385603803
MSFT,0.3388153153576703,0.2900436723552422,0.31881531535767027,1.0991976234778496
